University Name,Program Title,Program Link,Area of Study,Target Group,Focus
Rhineland-Palatinate Technical University of Kaiserslautern-Landau,International Mathematics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-international-mathematics-w6332/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w6332&hec-offset=1083,Mathematics,Mathematicians,"Algebra and Theory of Numbers, Applied Analysis, Computer Algebra, Financial Mathematics, Optimisation, Image Processing and Data Analysis, Regulation and Control Theory, Algebraic Geometry and Computer Algebra, Stochastic Analysis, Modelling and Scientific Computing"
Rhineland-Palatinate Technical University of Kaiserslautern-Landau,International Mathematics,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/rhineland-palatinate-technical-university-of-kaiserslautern-landau-international-mathematics-w21691/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w21691&hec-offset=1084,Mathematics,,"Optimisation, Stochastic Analysis and Probability Theory, Scientific Computing, Image Processing and Data Analysis, Geomathematics, Partial Differential Equations, Statistics, Modelling and Scientific Computing, System and Control Theory, Algebraic Geometry and Computer Algebra"
University of Applied Sciences Darmstadt,International Media Cultural Work,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-applied-sciences-darmstadt-international-media-cultural-work-w53973/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w53973&hec-offset=1085,"['Publishing Studies', 'Digital Media', 'Art Pedagogy']","Applicants who are interested in practical cultural work, for example in the fields of culture and event management, curative therapy, programme editing, dramaturgy, cultural journalism, exhibition design, exhibition technology, practical cultural communication, cultural work in social contexts.","Media Management, Cultural Management, Curative Therapy, Dramaturgy, Media Education, Cultural Journalism, Media Development, Applied Media Theory, Event Technology, Event Management"
Bonn-Rhine-Sieg University of Applied Sciences,International Media Studies,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/bonn-rhine-sieg-university-of-applied-sciences-international-media-studies-w26020/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w26020&hec-offset=1086,"['Communication Studies', 'Media Studies', 'Development Co-operation']","The programme is aimed primarily at junior journalists as well as media managers from radio, TV, online and print and staff from communication departments in developing and emerging countries.",
University of Göttingen,International Nature Conservation,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-goettingen-international-nature-conservation-w15649/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w15649&hec-offset=1087,"['Nature Conservation Planning', 'Ecology', 'Sustainability Sciences (Ecological)']",,
University of Jena,International Organisations and Crisis Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-jena-international-organisations-and-crisis-management-w64422/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w64422&hec-offset=1088,"['International Relations', 'Political Science', 'Modern History', 'European Studies', 'International Law', 'Mediation']","The course is aimed at graduates with a first professional degree in
Degree courses in the field of Political Science or one that is equivalent to a Bachelor's degree in the amount of 180 credits and subject-related study at a university or higher education institution in Germany or abroad.","Peace Ethics, Crisis Management, Peace and conflict research, Economics and Law"
University of Leipzig,International Physics Studies Program (IPSP),https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-leipzig-international-physics-studies-program-ipsp-w14570/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w14570&hec-offset=1089,Physics,,
University of Marburg,International Political Economy,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-marburg-international-political-economy-w53969/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w53969&hec-offset=1090,"['Political Science', 'Economic Sciences, Economics']","Graduates with a relevant specialised Bachelor’s degree in the field of Economic Sciences or Political Science, or graduates with a comparable German or international professionally qualifying degree.","Micro and Macroeconomics,, International Relations, Comparative Political Science, Qualitative and Quantitative Research Methods in Social Science, Econometrics"
Ruhr University Bochum,International Political Economy of East Asia,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ruhr-university-bochum-international-political-economy-of-east-asia-w68610/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w68610&hec-offset=1091,"['Political Science', 'East Asian Studies', 'International Business Administration']",,
Ansbach University of Applied Sciences,International Product and Service Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/ansbach-university-of-applied-sciences-international-product-and-service-management-w24397/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w24397&hec-offset=1092,"['Bioengineering', 'Engineering and Management', 'Business Administration', 'International Business Administration', 'Technology Management']","Graduates of Diplom and Bachelor's degree courses in Business Administration, Business Informatics and Industrial Engineering or a related degree course","Technologies, Service Management, International Business"
HTWG Konstanz University of Applied Sciences,International Project Engineering,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/htwg-konstanz-university-of-applied-sciences-international-project-engineering-w5559/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w5559&hec-offset=1093,Engineering and Management,University degree in a relevant degree programme specialising in industrial engineering or in an engineering programme with a degree in electrical engineering and information technology or environmental engineering and resource management or a degree in a related field,
Stuttgart University of Applied Sciences,International Project Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/stuttgart-university-of-applied-sciences-international-project-management-w6116/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w6116&hec-offset=1094,"['Architecture', 'Civil Engineering', 'Facility Management', 'Environmental Protection Technology', 'Engineering and Management', 'Business Management, Organization Management']",Architects and engineers with organisational talent and leadership skills.,"Civil Engineering, Architecture, Regional Planning, Infrastructure, Project Management, Industrial Engineering, Technical Building Services, Management, Organisation, Technology"
University of Europe for Applied Sciences,International Public Health Management,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/university-of-europe-for-applied-sciences-international-public-health-management-w67787/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w67787&hec-offset=1095,"['Health Management', 'Health Economics', 'Nursing Management']",,
Constructor University,International Relations,https://www.daad.de/en/studying-in-germany/universities/all-degree-programmes/detail/constructor-university-international-relations-w7780/?hec-degreeType=37&hec-teachingLanguage=2&hec-p=55&hec-id=w7780&hec-offset=1096,International Relations,,"Global Governance, International Relations, Security, Political Economy, Political Change, Social Theory, International relations"
